2024-03-17 11:25:04,522 INFO    StreamThr :223056 [internal.py:wandb_internal():86] W&B internal server running at pid: 223056, started at: 2024-03-17 11:25:04.521834
2024-03-17 11:25:04,527 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status
2024-03-17 11:25:04,528 INFO    WriterThread:223056 [datastore.py:open_for_write():85] open: /home/alex/simplified_clip/wandb/run-20240317_112504-7l8o6qsb/run-7l8o6qsb.wandb
2024-03-17 11:25:04,529 DEBUG   SenderThread:223056 [sender.py:send():380] send: header
2024-03-17 11:25:04,529 DEBUG   SenderThread:223056 [sender.py:send():380] send: run
2024-03-17 11:25:05,257 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: check_version
2024-03-17 11:25:05,260 INFO    SenderThread:223056 [dir_watcher.py:__init__():211] watching files in: /home/alex/simplified_clip/wandb/run-20240317_112504-7l8o6qsb/files
2024-03-17 11:25:05,260 INFO    SenderThread:223056 [sender.py:_start_run_threads():1122] run started: 7l8o6qsb with start time 1710645904.52064
2024-03-17 11:25:05,260 DEBUG   SenderThread:223056 [sender.py:send_request():407] send_request: check_version
2024-03-17 11:25:05,567 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: run_start
2024-03-17 11:25:05,585 DEBUG   HandlerThread:223056 [system_info.py:__init__():32] System info init
2024-03-17 11:25:05,585 DEBUG   HandlerThread:223056 [system_info.py:__init__():47] System info init done
2024-03-17 11:25:05,585 INFO    HandlerThread:223056 [system_monitor.py:start():194] Starting system monitor
2024-03-17 11:25:05,586 INFO    HandlerThread:223056 [system_monitor.py:probe():214] Collecting system info
2024-03-17 11:25:05,586 INFO    SystemMonitor:223056 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-17 11:25:05,588 INFO    SystemMonitor:223056 [interfaces.py:start():190] Started cpu monitoring
2024-03-17 11:25:05,590 INFO    SystemMonitor:223056 [interfaces.py:start():190] Started disk monitoring
2024-03-17 11:25:05,593 INFO    SystemMonitor:223056 [interfaces.py:start():190] Started gpu monitoring
2024-03-17 11:25:05,594 INFO    SystemMonitor:223056 [interfaces.py:start():190] Started memory monitoring
2024-03-17 11:25:05,597 INFO    SystemMonitor:223056 [interfaces.py:start():190] Started network monitoring
2024-03-17 11:25:05,601 DEBUG   HandlerThread:223056 [system_info.py:probe():196] Probing system
2024-03-17 11:25:05,609 DEBUG   HandlerThread:223056 [system_info.py:_probe_git():181] Probing git
2024-03-17 11:25:05,613 DEBUG   HandlerThread:223056 [system_info.py:_probe_git():189] Probing git done
2024-03-17 11:25:05,613 DEBUG   HandlerThread:223056 [system_info.py:probe():244] Probing system done
2024-03-17 11:25:05,613 DEBUG   HandlerThread:223056 [system_monitor.py:probe():223] {'os': 'Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2024-03-17T03:25:05.601229', 'startedAt': '2024-03-17T03:25:04.513968', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/alex/simplified_clip/clip_torch.py', 'codePathLocal': 'clip_torch.py', 'codePath': 'clip_torch.py', 'git': {'remote': 'https://github.com/Alexios-hub/simplified_clip.git', 'commit': 'e854edf4755aca99e21dbb86774d0e7b24d5fc5c'}, 'email': '582754347@qq.com', 'root': '/home/alex/simplified_clip', 'host': 'DESKTOP-AKJR3UN', 'username': 'alex', 'executable': '/home/alex/miniconda3/envs/sim_clip/bin/python', 'cpu_count': 10, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3494.399, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}, {'current': 3494.399, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 309.60803604125977}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 28.393016815185547}}
2024-03-17 11:25:05,613 INFO    HandlerThread:223056 [system_monitor.py:probe():224] Finished collecting system info
2024-03-17 11:25:05,613 INFO    HandlerThread:223056 [system_monitor.py:probe():227] Publishing system info
2024-03-17 11:25:05,613 DEBUG   HandlerThread:223056 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-03-17 11:25:05,614 DEBUG   HandlerThread:223056 [system_info.py:_save_pip():68] Saving pip packages done
2024-03-17 11:25:05,614 DEBUG   HandlerThread:223056 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-03-17 11:25:05,858 DEBUG   HandlerThread:223056 [system_info.py:_save_conda():87] Saving conda packages done
2024-03-17 11:25:05,862 INFO    HandlerThread:223056 [system_monitor.py:probe():229] Finished publishing system info
2024-03-17 11:25:05,864 DEBUG   SenderThread:223056 [sender.py:send():380] send: files
2024-03-17 11:25:05,864 INFO    SenderThread:223056 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-03-17 11:25:05,869 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: stop_status
2024-03-17 11:25:05,869 DEBUG   SenderThread:223056 [sender.py:send_request():407] send_request: stop_status
2024-03-17 11:25:05,872 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-17 11:25:06,269 INFO    Thread-17 :223056 [dir_watcher.py:_on_file_created():271] file/dir created: /home/alex/simplified_clip/wandb/run-20240317_112504-7l8o6qsb/files/requirements.txt
2024-03-17 11:25:06,269 INFO    Thread-17 :223056 [dir_watcher.py:_on_file_created():271] file/dir created: /home/alex/simplified_clip/wandb/run-20240317_112504-7l8o6qsb/files/wandb-metadata.json
2024-03-17 11:25:06,269 INFO    Thread-17 :223056 [dir_watcher.py:_on_file_created():271] file/dir created: /home/alex/simplified_clip/wandb/run-20240317_112504-7l8o6qsb/files/conda-environment.yaml
2024-03-17 11:25:06,352 DEBUG   SenderThread:223056 [sender.py:send():380] send: telemetry
2024-03-17 11:25:10,355 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:25:15,356 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:25:20,358 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:25:20,871 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: stop_status
2024-03-17 11:25:20,872 DEBUG   SenderThread:223056 [sender.py:send_request():407] send_request: stop_status
2024-03-17 11:25:20,918 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-17 11:25:26,156 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:25:31,159 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:25:35,871 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: stop_status
2024-03-17 11:25:35,872 DEBUG   SenderThread:223056 [sender.py:send_request():407] send_request: stop_status
2024-03-17 11:25:35,918 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-17 11:25:36,242 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:25:37,286 INFO    Thread-17 :223056 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/alex/simplified_clip/wandb/run-20240317_112504-7l8o6qsb/files/config.yaml
2024-03-17 11:25:41,542 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:25:46,544 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:25:50,871 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: stop_status
2024-03-17 11:25:50,873 DEBUG   SenderThread:223056 [sender.py:send_request():407] send_request: stop_status
2024-03-17 11:25:50,917 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-17 11:25:52,183 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:25:57,184 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:02,186 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:05,597 DEBUG   SystemMonitor:223056 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-17 11:26:05,602 DEBUG   SenderThread:223056 [sender.py:send():380] send: stats
2024-03-17 11:26:05,871 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: stop_status
2024-03-17 11:26:05,873 DEBUG   SenderThread:223056 [sender.py:send_request():407] send_request: stop_status
2024-03-17 11:26:05,917 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-17 11:26:07,189 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:12,191 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:17,193 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:20,872 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: stop_status
2024-03-17 11:26:20,874 DEBUG   SenderThread:223056 [sender.py:send_request():407] send_request: stop_status
2024-03-17 11:26:20,917 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-17 11:26:23,158 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:28,159 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:33,160 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:35,605 DEBUG   SenderThread:223056 [sender.py:send():380] send: stats
2024-03-17 11:26:35,872 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: stop_status
2024-03-17 11:26:35,874 DEBUG   SenderThread:223056 [sender.py:send_request():407] send_request: stop_status
2024-03-17 11:26:35,918 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-17 11:26:38,231 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:43,232 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:46,337 INFO    Thread-17 :223056 [dir_watcher.py:_on_file_created():271] file/dir created: /home/alex/simplified_clip/wandb/run-20240317_112504-7l8o6qsb/files/output.log
2024-03-17 11:26:48,338 INFO    Thread-17 :223056 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/alex/simplified_clip/wandb/run-20240317_112504-7l8o6qsb/files/output.log
2024-03-17 11:26:49,007 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:53,341 INFO    Thread-17 :223056 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/alex/simplified_clip/wandb/run-20240317_112504-7l8o6qsb/files/output.log
2024-03-17 11:26:54,742 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:26:59,742 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:27:04,744 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:27:05,605 DEBUG   SenderThread:223056 [sender.py:send():380] send: stats
2024-03-17 11:27:10,607 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:27:15,611 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:27:20,612 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:27:25,614 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:27:30,616 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:27:35,607 DEBUG   SenderThread:223056 [sender.py:send():380] send: stats
2024-03-17 11:27:36,609 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:27:41,610 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
2024-03-17 11:27:46,612 DEBUG   HandlerThread:223056 [handler.py:handle_request():146] handle_request: status_report
